wavelength_nm,reflectance,theta_deg
450.0,0.019826877208358643,10.0
455.0,0.0180443524374958,10.0
460.0,0.01623880027736146,10.0
465.0,0.014527656113628832,10.0
470.0,0.01302500336785102,10.0
475.0,0.0118317792578921,10.0
479.99999999999994,0.011025620261992261,10.0
485.0,0.0106525271895279,10.0
489.99999999999994,0.010721358473516622,10.0
495.0,0.011209034462713801,10.0
500.0,0.01206269079932465,10.0
505.00000000000006,0.01320833981595142,10.0
510.0,0.01456565896037254,10.0
514.9999999999999,0.01605037784916846,10.0
520.0,0.01758546715067359,10.0
525.0,0.019103884045909132,10.0
530.0,0.02055117820965617,10.0
535.0,0.02188490392644156,10.0
540.0,0.023071420090551242,10.0
545.0,0.024091337291135533,10.0
550.0,0.024929735153779383,10.0
555.0,0.02558048470562277,10.0
559.9999999999999,0.02604140267892406,10.0
565.0,0.026312597850187504,10.0
570.0,0.02640108992321687,10.0
575.0,0.02631220483027811,10.0
580.0,0.026054436339428378,10.0
585.0,0.025639039860496995,10.0
590.0,0.025076232853242553,10.0
595.0,0.024380324425870584,10.0
600.0,0.023565241803639333,10.0
604.9999999999999,0.022646825961035812,10.0
610.0,0.021641726259816252,10.0
615.0,0.02056704863649588,10.0
620.0,0.019444991384599153,10.0
625.0,0.01829496651025068,10.0
630.0,0.0171386335329248,10.0
635.0,0.015998310138228552,10.0
640.0,0.014893627734717772,10.0
645.0,0.01384809853048959,10.0
649.9999999999999,0.012880439760567462,10.0
655.0,0.01201013023339171,10.0
660.0,0.01125199070825883,10.0
665.0,0.010620009581428811,10.0
669.9999999999999,0.01012386640144737,10.0
675.0,0.009770541647735487,10.0
680.0,0.00956231936989392,10.0
685.0,0.009499153930924695,10.0
690.0,0.009576982888316196,10.0
694.9999999999999,0.009789024319300833,10.0
700.0,0.01012601085415638,10.0
705.0,0.010576746178463992,10.0
710.0,0.011128301117528081,10.0
714.9999999999999,0.011767775994873381,10.0
720.0,0.012480402104366201,10.0
725.0,0.0132525105664721,10.0
730.0,0.01406987862781958,10.0
735.0,0.0149207836065271,10.0
740.0,0.015791284746819092,10.0
745.0,0.016671167206914,10.0
750.0,0.01755024156178848,10.0
